SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
255023,0,Revolving loans,F,N,N,0,49500,157500,7875,157500,Unaccompanied,Commercial associate,Lower secondary,Civil marriage,House / apartment,0.01885,-12809,-889,-12748,-4035,,1,1,0,1,0,0,Laborers,2,2,2,TUESDAY,9,0,0,0,0,1,1,Industry: type 3,,0.567792284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
395454,0,Cash loans,M,N,Y,1,135000,450000,27324,450000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.026392,-12289,-1002,-6351,-4144,,1,1,0,1,0,0,Laborers,3,2,2,WEDNESDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.321880783,0.639773557,0.577969119,0.101,0.109,0.9841,0.7824,0.0148,0,0.2414,0.1667,0.2083,0.0721,0.0824,0.0881,0,0.0483,0.1029,0.1131,0.9841,0.7909,0.0149,0,0.2414,0.1667,0.2083,0.0738,0.09,0.0918,0,0.0512,0.102,0.109,0.9841,0.7853,0.0149,0,0.2414,0.1667,0.2083,0.0734,0.0838,0.0897,0,0.0493,reg oper account,block of flats,0.0798,"Stone, brick",No,0,0,0,0,-1064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
437320,0,Cash loans,M,N,N,0,112500,609183,19651.5,508500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.035792,-10613,-296,-145,-2742,,1,1,0,1,1,0,High skill tech staff,1,2,2,MONDAY,19,0,0,0,0,0,0,Business Entity Type 3,0.127319267,0.548022217,0.477649155,0.0567,0,0.9752,0.66,0.0051,0,0.1379,0.125,0.0417,0.0387,0.0403,0.0427,0.027,0.0207,0.0578,0,0.9752,0.6733,0.0052,0,0.1379,0.125,0.0417,0.0396,0.0441,0.0445,0.0272,0.0219,0.0573,0,0.9752,0.6645,0.0052,0,0.1379,0.125,0.0417,0.0394,0.041,0.0435,0.0272,0.0211,reg oper account,block of flats,0.0381,Block,No,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326911,1,Revolving loans,M,N,Y,0,90000,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-17931,-1631,-9826,-1486,,1,1,0,1,0,0,Laborers,2,2,2,SATURDAY,12,0,0,0,0,1,1,Industry: type 3,,0.525253835,0.282248434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
109888,0,Revolving loans,F,N,Y,1,90000,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018634,-10441,-1727,-5987,-3059,,1,1,0,1,0,0,Cooking staff,2,2,2,THURSDAY,17,0,0,0,0,0,0,Kindergarten,,0.456887926,0.739411754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,-696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
203635,0,Cash loans,M,Y,N,0,157500,604152,39190.5,540000,Family,Commercial associate,Secondary / secondary special,Married,With parents,0.035792,-11396,-742,-4560,-3425,7,1,1,0,1,0,0,Drivers,2,2,2,THURSDAY,11,0,0,0,0,0,0,Self-employed,0.240093673,0.565725054,,0.2784,0.1342,0.9906,,,0.28,0.2414,0.375,,0.0225,,0.2969,,0.001,0.2836,0.1393,0.9906,,,0.282,0.2414,0.375,,0.023,,0.3093,,0.0011,0.281,0.1342,0.9906,,,0.28,0.2414,0.375,,0.0229,,0.3022,,0.0011,,block of flats,0.2337,Panel,No,0,0,0,0,-2539,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316260,0,Cash loans,M,N,N,1,135000,592560,22698,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0.00963,-16308,-3352,-6874,-4042,,1,1,0,1,1,0,Drivers,2,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.49228324,0.069640085,0.166,,0.9791,,,0,0.0345,0.1667,,0.0306,,0.0531,,0.0056,0.1691,,0.9791,,,0,0.0345,0.1667,,0.0313,,0.0554,,0.006,0.1676,,0.9791,,,0,0.0345,0.1667,,0.0311,,0.0541,,0.0058,,specific housing,0.0638,"Stone, brick",No,0,0,0,0,-633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
343098,0,Cash loans,M,N,Y,1,180000,1649646,45364.5,1377000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,-16731,-301,-525,-238,,1,1,0,1,0,0,Laborers,3,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 2,0.487623402,0.337143327,0.391054977,0.0773,0.0678,0.9786,0.7076,0.0312,0,0.1724,0.1667,0.2083,0.0932,0.063,0.0654,0,0,0.0788,0.0703,0.9786,0.719,0.0315,0,0.1724,0.1667,0.2083,0.0953,0.0689,0.0681,0,0,0.0781,0.0678,0.9786,0.7115,0.0314,0,0.1724,0.1667,0.2083,0.0948,0.0641,0.0665,0,0,reg oper spec account,block of flats,0.0684,Monolithic,No,1,0,1,0,-2629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
378996,0,Cash loans,F,N,Y,0,157500,592560,32143.5,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.00823,-9306,-2536,-6224,-1091,,1,1,0,1,0,0,Accountants,2,2,2,THURSDAY,10,0,0,0,1,1,0,Business Entity Type 3,0.374905062,0.486392674,0.235310517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,5,0,-891,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267016,0,Cash loans,F,Y,Y,2,112500,450000,21888,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-11818,-889,-1502,-4431,9,1,1,0,1,0,0,Private service staff,4,2,2,TUESDAY,9,0,0,0,0,0,0,Self-employed,,0.074097161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,-1417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
209976,0,Cash loans,F,N,Y,2,157500,413235,30199.5,337500,Unaccompanied,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.009175,-19548,-83,-5678,-3074,,1,1,1,1,1,0,Laborers,3,2,2,WEDNESDAY,12,0,0,0,0,1,1,Self-employed,,0.57203738,,0.2381,0.0615,0.9786,,,0.08,0.069,0.3333,,0.0252,,0.0868,,0.0011,0.2426,0.0638,0.9786,,,0.0806,0.069,0.3333,,0.0258,,0.0905,,0.0012,0.2405,0.0615,0.9786,,,0.08,0.069,0.3333,,0.0256,,0.0884,,0.0012,,block of flats,0.0928,"Stone, brick",No,0,0,0,0,-3065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
393618,0,Revolving loans,F,N,Y,1,135000,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01452,-12167,-3263,-1634,-3267,,1,1,0,1,0,0,Secretaries,3,2,2,MONDAY,8,0,0,0,0,0,0,Self-employed,,0.26215261,0.515495375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,-1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
450349,1,Cash loans,F,N,N,0,135000,1440000,41022,1440000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.010556,-21931,365243,-6155,-4768,,1,0,0,1,0,0,,2,3,3,THURSDAY,10,0,0,0,0,0,0,XNA,,0.652591476,,0.1227,0.0707,0.9791,0.7144,0.0082,0,0.069,0.1667,0.2083,0.0635,0.0975,0.0362,0.0116,0.0581,0.125,0.0734,0.9791,0.7256,0.0083,0,0.069,0.1667,0.2083,0.0649,0.1065,0.0377,0.0117,0.0615,0.1239,0.0707,0.9791,0.7182,0.0083,0,0.069,0.1667,0.2083,0.0646,0.0992,0.0368,0.0116,0.0593,reg oper spec account,block of flats,0.0487,"Stone, brick",No,0,0,0,0,-1505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
306833,0,Cash loans,F,N,N,0,60750,254700,14350.5,225000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.009549,-23828,365243,-4740,-4686,,1,0,0,1,0,0,,1,2,2,SATURDAY,12,0,0,0,0,0,0,XNA,,0.646283772,0.477649155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234631,0,Cash loans,M,Y,Y,0,135000,225000,26833.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-19140,-389,-4289,-2679,3,1,1,1,1,1,0,Laborers,2,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.617350419,0.681705878,0.1093,,0.9935,,,0.12,0.1034,0.3333,,,,0.1164,,0,0.1113,,0.9935,,,0.1208,0.1034,0.3333,,,,0.1213,,0,0.1103,,0.9935,,,0.12,0.1034,0.3333,,,,0.1185,,0,,block of flats,0.0916,Panel,No,3,0,3,0,-471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
182704,0,Cash loans,F,N,Y,1,270000,810000,21496.5,810000,Unaccompanied,Working,Higher education,Married,House / apartment,0.018029,-9658,-222,-127,-2109,,1,1,1,1,0,0,Core staff,3,3,3,THURSDAY,8,0,0,0,0,0,0,Bank,,0.188212738,0.228883417,0.1309,,0.9781,,,0,0.2069,0.1667,,,,0.1103,,0,0.1334,,0.9782,,,0,0.2069,0.1667,,,,0.115,,0,0.1322,,0.9781,,,0,0.2069,0.1667,,,,0.1123,,0,,block of flats,0.0868,Panel,No,2,0,2,0,-226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
314377,1,Cash loans,M,N,Y,0,112500,136287,10894.5,103500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0228,-17193,-2643,-6487,-748,,1,1,0,1,0,0,Sales staff,1,2,2,TUESDAY,11,0,0,0,0,0,0,Self-employed,0.700396737,0.495169298,0.519097338,0.0082,,0.9737,,,,0.0345,0.0417,,0.0103,,0.0068,,,0.0084,,0.9737,,,,0.0345,0.0417,,0.0105,,0.0071,,,0.0083,,0.9737,,,,0.0345,0.0417,,0.0105,,0.0069,,,,block of flats,0.0058,Wooden,No,1,0,1,0,-2109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
384377,0,Cash loans,F,N,Y,0,157500,539100,26064,450000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-20469,365243,-1301,-2695,,1,0,0,1,0,1,,2,2,2,THURSDAY,14,0,0,0,0,0,0,XNA,0.60745787,0.348632545,0.456109739,0.0268,0,0.9712,0.6056,0.0076,0,0.0345,0.0417,0.0833,0.0161,0.0219,0.012,0,0,0.0273,0,0.9712,0.621,0.0077,0,0.0345,0.0417,0.0833,0.0165,0.0239,0.0125,0,0,0.0271,0,0.9712,0.6109,0.0076,0,0.0345,0.0417,0.0833,0.0164,0.0222,0.0122,0,0,reg oper account,block of flats,0.0136,Block,No,2,0,2,0,-1856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151596,0,Cash loans,F,N,Y,1,135000,331920,17077.5,225000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.018029,-15418,-1140,-1771,-4521,,1,1,0,1,0,0,Sales staff,3,3,3,WEDNESDAY,6,0,0,0,0,0,0,Self-employed,0.59240648,0.349516989,0.524496446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
173245,1,Cash loans,M,N,Y,0,225000,677664,24471,585000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,-19103,-3670,-7601,-2563,,1,1,0,1,0,0,Laborers,2,2,2,WEDNESDAY,7,0,0,0,0,0,0,Business Entity Type 3,,0.158299136,0.148254379,0.0928,0.0796,0.9851,0.796,0.0647,0,0.2069,0.1667,0.0417,0.0813,0.0756,0.077,0,0,0.0945,0.0826,0.9851,0.804,0.0652,0,0.2069,0.1667,0.0417,0.0831,0.0826,0.0802,0,0,0.0937,0.0796,0.9851,0.7987,0.0651,0,0.2069,0.1667,0.0417,0.0827,0.077,0.0784,0,0,reg oper spec account,block of flats,0.0959,Panel,No,0,0,0,0,-697,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
415004,0,Cash loans,F,Y,Y,1,202500,450000,30573,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.011703,-16139,-849,-840,-823,13,1,1,0,1,0,0,Sales staff,3,2,2,TUESDAY,12,0,0,0,0,1,1,Self-employed,,0.722836007,0.410102573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
101972,0,Revolving loans,M,Y,N,0,315000,270000,13500,270000,Family,Commercial associate,Secondary / secondary special,Married,Co-op apartment,0.026392,-15918,-2013,-9997,-1905,4,1,1,0,1,1,0,Drivers,2,2,2,SATURDAY,13,0,0,0,0,0,0,Transport: type 4,,0.275824038,0.385914672,0.4,,0.9846,,,0.44,0.3793,0.3333,,,,0.4187,,0.0065,0.4076,,0.9846,,,0.4431,0.3793,0.3333,,,,0.4362,,0.0069,0.4039,,0.9846,,,0.44,0.3793,0.3333,,,,0.4262,,0.0066,,block of flats,0.3307,Panel,No,0,0,0,0,-1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
327387,0,Revolving loans,F,N,Y,0,45000,135000,6750,135000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-18842,-10279,-8657,-2298,,1,1,0,1,0,0,,2,3,3,MONDAY,9,0,0,0,0,0,0,Self-employed,0.661976515,0.499302121,0.675413291,0.0619,0.065,0.9876,0.83,0.0109,0,0.1379,0.1667,0.2083,0,0.0504,0.0475,0,0.0465,0.063,0.0675,0.9876,0.8367,0.011,0,0.1379,0.1667,0.2083,0,0.0551,0.0361,0,0,0.0625,0.065,0.9876,0.8323,0.011,0,0.1379,0.1667,0.2083,0,0.0513,0.0484,0,0.0475,reg oper account,block of flats,0.0475,Panel,No,1,0,1,0,-1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
394866,0,Cash loans,M,Y,Y,2,450000,573628.5,24435,463500,Unaccompanied,State servant,Higher education,Married,Rented apartment,0.006629,-15744,-99,-5920,-4520,13,1,1,0,1,0,0,Managers,4,2,2,MONDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.046660958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
313619,0,Cash loans,F,Y,Y,1,108000,269982,32040,238500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-10212,-1160,-9576,-2173,23,1,1,1,1,1,0,Core staff,3,3,3,MONDAY,12,0,0,0,0,0,0,Kindergarten,0.565533259,0.129180586,0.492060094,0.0825,0.0699,0.9737,0.6396,0.0987,0,0.1379,0.1667,0.2083,0.0702,0.0672,0.0637,0,0,0.084,0.0725,0.9737,0.6537,0.0996,0,0.1379,0.1667,0.2083,0.0718,0.0735,0.0664,0,0,0.0833,0.0699,0.9737,0.6444,0.0993,0,0.1379,0.1667,0.2083,0.0714,0.0684,0.0649,0,0,reg oper account,block of flats,0.054,Block,No,1,1,1,1,-257,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
319684,0,Cash loans,F,N,Y,0,81000,1078200,31653,900000,Family,Working,Secondary / secondary special,Married,Municipal apartment,0.032561,-19872,-11,-129,-3394,,1,1,0,1,0,0,Core staff,2,1,1,SUNDAY,14,0,0,0,0,0,0,Kindergarten,,0.772743971,,0.0216,0.1225,0.9866,0.8164,,0.16,0.069,0.4583,,0.061,,0.2367,,0.0084,0.0221,0.1272,0.9866,0.8236,,0.1611,0.069,0.4583,,0.0624,,0.2466,,0.0089,0.0219,0.1225,0.9866,0.8189,,0.16,0.069,0.4583,,0.062,,0.2409,,0.0086,,block of flats,0.188,Panel,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
362952,0,Cash loans,F,N,N,0,225000,1293502.5,37948.5,1129500,Unaccompanied,Working,Higher education,Married,Municipal apartment,0.018801,-14726,-1160,-5219,-4666,,1,1,0,1,0,0,Medicine staff,2,2,2,SATURDAY,14,0,0,0,0,0,0,Kindergarten,,0.587407039,,0.0928,0.0906,0.9851,,,0,0.2069,0.1667,,0.121,,0.0768,,0,0.0945,0.094,0.9851,,,0,0.2069,0.1667,,0.1237,,0.0801,,0,0.0937,0.0906,0.9851,,,0,0.2069,0.1667,,0.1231,,0.0782,,0,,block of flats,0.0799,Panel,No,3,0,3,0,-2402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
130508,0,Revolving loans,M,N,N,0,157500,292500,14625,292500,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-16608,-1360,-3060,-160,,1,1,0,1,0,0,Laborers,2,3,3,FRIDAY,10,0,0,0,1,1,0,Transport: type 4,,0.513387111,0.538862707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
347652,0,Cash loans,F,N,Y,0,135000,254700,24939,225000,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.00823,-24402,365243,-13739,-4232,,1,0,0,1,0,0,,1,2,2,MONDAY,15,0,0,0,0,0,0,XNA,,0.079834973,0.75574005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180803,0,Cash loans,M,N,Y,0,229500,733315.5,43006.5,679500,Unaccompanied,Working,Higher education,Married,House / apartment,0.006296,-16507,-3167,-1345,-57,,1,1,1,1,1,0,Managers,2,3,3,SATURDAY,12,0,0,0,0,0,0,Other,0.715904281,0.406473277,0.591976618,0.1155,0,0.9816,,,0,0.0345,0.1667,,0,,0.0743,,0.0227,0.1176,0,0.9816,,,0,0.0345,0.1667,,0,,0.0774,,0.024,0.1166,0,0.9816,,,0,0.0345,0.1667,,0,,0.0756,,0.0232,,specific housing,0.0634,"Stone, brick",No,0,0,0,0,-1307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
136959,0,Cash loans,F,N,Y,0,135000,1014588,33660,909000,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.019101,-21818,365243,-775,-5198,,1,0,0,1,0,0,,2,2,2,WEDNESDAY,17,0,0,0,0,0,0,XNA,0.636105505,0.760791051,0.749021705,0.033,0.0088,0.9747,0.6532,0.0038,0,0.069,0.125,0,0,0,0.0295,0,0,0.0336,0.0092,0.9747,0.6668,0.0038,0,0.069,0.125,0,0,0,0.0307,0,0,0.0333,0.0088,0.9747,0.6578,0.0038,0,0.069,0.125,0,0,0,0.03,0,0,reg oper account,block of flats,0.0232,"Stone, brick",No,9,0,9,0,-2287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
351988,0,Cash loans,F,N,Y,0,126000,238500,15372,238500,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-11374,-761,-839,-3019,,1,1,0,1,0,0,High skill tech staff,2,2,2,SUNDAY,13,0,0,0,0,0,0,Housing,,0.125600157,0.794628583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100409,0,Cash loans,M,N,Y,0,112500,454500,23337,454500,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.026392,-10547,-1897,-4480,-3137,,1,1,0,1,0,0,Drivers,1,2,2,FRIDAY,17,0,0,0,0,0,0,Industry: type 3,,0.518012973,0.340906426,0.0866,,0.9781,,,0,0.2069,0.1667,,,,0.0763,,0,0.0882,,0.9782,,,0,0.2069,0.1667,,,,0.0795,,0,0.0874,,0.9781,,,0,0.2069,0.1667,,,,0.0777,,0,,block of flats,0.068,Block,No,0,0,0,0,-1343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
417744,0,Cash loans,F,N,Y,0,540000,997335,29290.5,832500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.035792,-18841,-208,-6464,-2382,,1,1,0,1,0,0,Core staff,2,2,2,THURSDAY,11,0,0,0,1,1,0,Government,0.805314742,0.661583378,0.329655054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
348392,0,Cash loans,F,Y,Y,2,153000,500211,51385.5,463500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018029,-13485,-528,-2148,-3443,13,1,1,0,1,0,0,Laborers,4,3,3,THURSDAY,8,0,0,0,0,1,1,Business Entity Type 3,,0.194215112,0.665854922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
308526,0,Cash loans,F,N,N,0,90000,808650,26086.5,675000,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.011657,-19504,-402,-1555,-2996,,1,1,0,1,0,0,Cooking staff,2,1,1,TUESDAY,19,1,1,0,0,0,0,Business Entity Type 3,0.772669041,0.704246868,0.698667555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,-1870,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2
